limit_balance,sex,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,education_level,degree,default_payment_next_month
140000,1,2,27,0,0,0,0,0,0,50000,3000,4000,5000,4000,2000,24050,68059,62503,61129,59089,58160,2,university,0
50000,2,1,36,0,0,0,0,0,0,2174,1785,296,306,444,10686,44625,46078,46689,8261,8434,8738,2,university,0
180000,2,1,41,0,0,0,0,0,0,6411,6000,5000,4500,5000,4200,139184,141752,122164,111328,113890,116823,2,university,0
500000,1,1,40,0,0,0,0,0,-2,2006,3000,5080,8,0,0,30415,31645,32556,36642,-8,-8,2,university,0
200000,2,1,69,0,0,0,0,0,0,2100,2100,2200,2000,2000,2011,45870,46907,47952,49052,49936,50977,2,university,0
140000,2,1,30,0,0,0,0,0,0,5000,1286,1476,423,3000,1000,13859,16229,16459,14753,13437,14745,2,university,0
280000,2,2,30,0,0,-1,0,0,0,5,4500,60000,1244,2000,4000,21489,-86,4414,64183,61001,60601,2,university,0
30000,2,2,24,0,0,0,0,0,0,2500,2000,2000,1916,1000,1100,27170,27448,27238,27012,26762,25900,2,university,0
180000,1,1,43,0,0,0,0,0,0,6099,4427,1949,2007,2030,2000,171992,175427,150965,71478,72955,74426,2,university,0
180000,2,1,30,0,0,0,0,0,0,1200,5000,1000,1000,1000,2000,4747,4221,9065,5016,5931,6826,2,university,0
70000,1,1,43,0,0,0,0,0,0,3664,2127,618,738,125,0,93025,95655,66404,31688,17317,6270,2,university,0
130000,2,1,39,0,0,2,0,0,0,8900,0,3600,3800,3800,5000,91982,99328,96898,97990,100160,102190,3,high school,1
390000,1,2,35,0,0,0,0,0,0,10000,20000,10000,8000,6000,5000,55213,59122,72930,76543,78143,77763,3,high school,0
120000,1,1,45,0,0,-1,-1,0,0,3000,225,3550,0,0,0,24591,16160,225,3550,3550,3550,3,high school,0
140000,2,2,25,0,0,0,0,0,0,3009,3411,1523,1352,1526,1505,91485,78704,79449,45514,42155,42812,5,unknown,0
60000,2,1,50,2,0,0,0,0,0,2800,2600,2107,1000,1000,705,60199,60742,60841,58902,19352,19523,2,university,1
300000,1,2,25,0,0,0,0,0,0,4103,1427,600,1200,2500,18000,76918,41773,31180,19507,18169,18533,1,graduate school,0
530000,2,2,39,0,0,0,0,0,0,17045,14089,11962,11763,12557,12496,439330,407763,364298,345867,346676,352736,1,graduate school,0
100000,2,2,28,0,0,0,0,0,0,5000,5000,4200,3000,3000,3000,77007,80708,84401,85786,65345,67205,1,graduate school,0
320000,1,1,47,0,0,0,0,0,0,20000,15000,10000,22500,20000,20000,162701,132087,120285,124565,89699,62805,1,graduate school,0
250000,1,1,34,0,0,0,0,0,0,65000,8800,9011,6000,7000,6009,279640,252913,243075,245750,175005,179687,1,graduate school,0
20000,1,2,23,0,0,3,2,0,0,3300,0,511,300,300,1500,3286,6341,6097,6339,5143,5126,1,graduate school,0
210000,1,1,42,0,0,0,0,0,0,4000,4000,3000,4000,3000,3000,103772,95228,87678,79254,71836,63675,1,graduate school,0
160000,1,2,33,0,0,0,0,0,0,4400,3547,80000,4500,4800,4500,130028,107808,71934,118418,118407,120418,2,university,0
280000,2,1,37,0,0,0,0,0,0,1515,3000,3000,1292,7147,1415,29078,30144,32629,35126,35759,42317,2,university,0
470000,2,2,33,0,0,0,0,0,0,5000,2600,1500,1500,2000,1500,43353,47682,46429,43405,42796,44171,2,university,0
210000,1,2,39,0,0,0,0,0,0,3000,5000,3000,2000,1000,12000,33459,35911,40288,42605,43870,13750,2,university,0
50000,1,2,41,0,0,0,0,0,0,1844,4562,667,847,700,655,45284,43951,47169,19096,19652,18889,2,university,0
110000,1,1,49,0,0,0,0,0,0,1855,1921,2563,2300,2300,1704,51395,51803,52888,54570,55368,56623,2,university,0
30000,2,2,21,0,0,0,0,0,0,2000,1000,1002,23,0,0,9696,10406,5068,2023,1163,0,2,university,0
300000,2,1,42,0,0,0,0,0,0,15000,12039,13000,9000,10059,10000,281000,291482,297425,296884,241037,247383,2,university,0
30000,2,2,23,0,0,0,0,0,0,10000,5000,3000,2000,3150,0,23237,23874,26985,29497,29290,28693,2,university,0
80000,2,1,47,0,0,0,0,0,0,1433,1489,1457,1016,1046,1211,78849,27733,28009,28977,28756,28962,2,university,0
420000,2,1,29,0,0,0,0,0,0,2011,3000,20000,5000,2000,3000,48455,34993,35340,54763,59037,60290,2,university,0
50000,1,1,41,0,0,0,0,0,0,1916,1243,1492,636,2000,2000,45422,46291,16118,14237,14381,16026,2,university,0
50000,1,3,46,0,0,0,0,0,0,2056,1300,669,671,1000,684,49776,50405,49099,19125,18504,19197,2,university,1
60000,2,3,28,0,0,0,0,0,0,1300,2500,1000,1688,1000,1000,34580,15924,18124,28644,18656,15952,2,university,0
50000,2,1,23,0,0,0,0,0,0,2000,1500,1432,1004,1035,1178,40544,41098,28383,28937,29119,29334,2,university,0
340000,2,2,44,0,0,0,0,0,0,7000,5500,6027,5328,5390,6047,142836,145125,146682,150407,147868,149349,3,high school,1
80000,2,1,26,0,0,0,0,0,0,2000,1905,1350,1388,2401,1410,63677,64162,38141,38190,38586,39962,3,high school,0
280000,2,2,43,0,0,0,0,0,0,7000,7000,6200,6500,7000,7000,194868,178774,172045,175487,179270,183394,3,high school,0
50000,1,1,40,0,0,0,0,0,0,2068,18135,2000,1000,1000,2000,46850,31923,47574,7613,7613,7756,3,high school,0
50000,2,1,29,0,0,0,0,0,0,2500,3125,417,1000,1000,500,45561,47322,49054,7378,8103,8963,3,high school,0
70000,2,2,22,0,0,0,0,0,0,3000,2500,2500,1000,1000,500,53443,49938,39926,18648,5022,5935,3,high school,0
110000,2,0,31,0,0,0,0,0,0,7908,4000,5000,3000,3000,3000,89955,89989,84229,79288,73315,63818,3,high school,0
510000,2,1,61,0,0,2,0,0,0,17000,0,6508,50000,7000,6000,181733,192903,181801,178179,223100,216225,3,high school,0
180000,1,1,40,0,0,0,0,0,0,4000,4000,3100,3100,10000,6000,78170,80559,82947,84379,85789,94088,5,unknown,0
100000,2,1,41,2,0,0,0,0,0,3500,2800,3000,6000,3000,2000,71978,73715,74621,72567,77231,78780,2,university,0
240000,2,1,31,2,0,0,0,0,0,3100,2400,2367,2435,2500,3000,71876,72382,72155,72543,73011,73484,2,university,1
210000,2,2,41,-1,0,0,0,0,0,11000,2200,2000,2000,2000,2000,779,11040,12471,13684,15356,16337,1,graduate school,0
80000,1,1,38,0,0,0,2,0,0,3000,6000,0,2033,5000,1500,39410,41460,46307,45324,41887,38600,1,graduate school,0
170000,2,2,29,0,0,0,0,0,0,3000,3000,2000,1000,977,5000,24717,26659,28592,29364,29096,29353,1,graduate school,0
110000,2,2,36,0,0,0,0,0,0,2200,2500,2000,2100,2500,2200,47819,48947,50330,50894,52175,53652,2,university,0
50000,1,2,26,0,0,0,0,0,0,2571,1200,1000,40000,1000,0,48221,49629,48868,49668,49780,49980,2,university,0
30000,2,2,24,0,0,0,0,0,0,2000,2000,900,1000,2000,0,28008,29549,30298,30046,29880,27039,2,university,0
20000,1,2,48,0,0,0,2,0,0,2000,2000,0,680,1000,0,7186,9063,10909,10440,10803,11330,2,university,1
30000,1,1,38,0,0,0,0,0,0,2000,2000,1500,1500,1500,1500,29723,30428,26558,27265,27953,28456,2,university,0
410000,1,1,45,0,0,0,0,0,0,13000,10515,9884,11000,11425,11700,278405,285415,279484,274639,281158,288051,2,university,0
80000,2,1,48,0,0,0,0,0,0,2264,1420,1002,6005,2000,970,79518,77757,32325,25670,30089,29395,2,university,0
50000,1,2,56,0,0,0,0,0,0,1884,1997,1943,693,683,680,48025,49128,49348,44932,19559,18859,2,university,0
50000,1,2,42,0,0,0,0,0,0,1107,1246,1000,500,1000,390,5268,5896,6645,7009,6869,7268,2,university,0
210000,2,1,40,0,0,0,0,0,2,1856,1564,1468,3000,2000,2000,42820,44156,44864,45768,48204,49453,2,university,0
50000,1,2,34,0,0,2,0,0,0,4729,86,2198,1198,600,1000,46413,50056,49072,49724,19801,14301,2,university,0
240000,2,1,38,0,0,0,0,0,0,6702,7000,7000,6500,6600,6230,197231,185901,189190,193018,188593,179309,2,university,0
210000,1,1,37,0,0,0,0,0,0,3012,15065,30002,5023,2149,3041,41030,40120,51591,67772,71846,68876,2,university,0
420000,2,1,37,0,0,0,-1,0,0,7022,1846,163862,6000,6000,6000,36032,41932,9778,158901,161876,165378,2,university,0
140000,2,2,29,0,0,0,0,0,0,7001,4700,4706,6100,5300,4806,141740,138128,128812,131374,135353,137238,2,university,0
30000,2,2,23,0,0,0,0,0,0,3000,5000,1000,20000,3000,8000,27141,25125,27835,24743,28020,25607,2,university,0
130000,2,2,24,0,0,0,0,0,0,4155,5802,3487,2908,3013,3093,121720,115630,115939,109428,90359,89216,2,university,0
170000,2,2,24,0,0,0,0,0,0,3000,3000,5000,10000,5000,6000,64142,54347,55677,59096,50536,15851,2,university,0
60000,2,3,42,0,0,0,0,0,0,1488,1394,962,1500,2541,2000,41322,29091,28097,28665,28768,29064,3,high school,0
50000,2,1,41,0,0,0,0,0,0,1760,2162,2380,619,798,1000,46456,47445,48847,50065,17304,17824,3,high school,0
350000,1,2,42,2,0,0,0,0,0,12618,11127,4327,4261,4150,4153,320982,322788,272799,117867,117518,119718,1,graduate school,1
10000,1,2,24,2,0,0,0,0,2,1500,2000,700,1500,0,1000,7554,8287,9580,9267,10096,9415,1,graduate school,1
50000,1,1,53,2,0,0,2,0,0,1306,3264,0,846,856,804,17946,18946,21904,21243,20225,19850,2,university,0
20000,1,1,43,2,0,0,2,0,0,1300,2787,0,2500,1500,0,11573,12372,14946,14409,16659,17887,2,university,1
50000,2,1,33,2,0,-1,2,0,0,1925,28293,0,1100,2030,0,24890,25440,26191,25193,25742,27171,5,unknown,1
100000,2,2,26,-1,0,0,0,0,0,3000,2500,3000,2000,5000,2600,53743,52320,46686,44497,44674,42653,2,university,0
230000,2,2,28,0,0,0,0,0,0,120093,8034,3013,4010,5882,3000,30141,131255,110503,99283,97599,96116,1,graduate school,0
400000,1,2,32,0,0,0,0,0,2,5028,5030,2012,4014,37,2013,21930,20489,20734,16476,17857,14656,1,graduate school,0
360000,2,2,27,0,0,0,0,0,2,1800,1800,1000,1649,1003,3,21275,22517,23707,24145,24068,24350,1,graduate school,1
180000,2,2,26,0,0,0,0,0,0,2130,2200,2200,2000,2000,2100,60258,51699,48469,49553,49772,50829,1,graduate school,0
390000,2,2,33,0,0,0,0,0,0,5000,3500,4502,3518,2003,3001,84100,85538,79875,82853,82747,44143,1,graduate school,0
150000,2,2,28,0,0,0,0,0,0,3500,4000,3500,3500,3500,3500,82559,84681,87308,89316,91458,89063,1,graduate school,0
310000,1,2,45,0,0,0,0,0,0,10010,11500,11015,11000,12000,23035,313268,278821,283847,290135,293350,300623,1,graduate school,0
260000,2,1,36,0,0,2,0,0,0,10000,0,3012,3000,3000,4000,131971,139305,89200,79702,79025,79997,1,graduate school,0
190000,1,1,37,0,0,0,0,0,-1,2000,3869,25128,10115,148482,4800,21628,20893,5869,29223,19616,148482,1,graduate school,0
230000,1,2,30,0,0,0,0,0,0,8000,5016,5000,5000,5000,5200,101874,97302,97383,97487,96588,95221,1,graduate school,0
170000,2,2,30,0,0,0,0,0,0,4000,4000,3000,4000,4000,4000,49341,49227,51798,53332,56303,59198,1,graduate school,0
360000,1,2,39,0,0,0,0,0,0,50122,50181,20609,30291,30121,30092,163150,150666,173353,156875,64965,36290,1,graduate school,0
210000,2,2,30,0,0,0,0,0,0,2000,2500,2000,1000,4000,4000,7264,8816,10749,5125,5732,9297,1,graduate school,0
210000,2,2,26,0,0,0,0,0,0,3487,10000,2000,1000,3000,1000,23245,8487,17950,18915,19359,21604,1,graduate school,0
30000,1,2,31,0,0,0,0,0,0,2001,1600,600,1000,468,0,26788,28352,86253,28351,28571,23400,2,university,0
210000,2,1,35,0,0,0,0,0,0,2000,1800,2000,2000,1803,2000,44552,45831,46870,48089,49311,50296,2,university,0
80000,2,3,52,0,0,0,0,0,0,2087,2019,2000,2500,2095,2002,63134,57072,55618,50345,52031,53141,2,university,0
80000,2,1,30,0,0,0,0,0,2,3000,1800,3000,6000,2900,2000,42755,45053,46104,48327,53549,52457,2,university,0
260000,1,1,34,0,0,0,0,0,0,6203,5704,2411,2412,3100,3600,186189,176135,130369,68014,68529,69741,2,university,1
130000,2,2,36,0,0,0,0,0,0,5001,5001,5000,4000,4000,10001,118410,87199,90782,94261,96694,98982,2,university,0
300000,2,2,27,0,0,0,0,0,-1,1200,1164,1069,81,4851,3333,15024,12128,9775,7347,4026,4851,2,university,0
50000,1,2,27,0,0,0,0,0,0,2000,2500,2000,2000,2000,2000,47452,48663,50297,36164,37616,39062,2,university,1
50000,2,2,26,0,0,0,0,0,0,1614,1546,1461,1082,1210,1203,49296,39427,35674,31113,31734,32488,2,university,0
30000,1,1,35,0,0,0,2,0,0,1476,3500,0,1000,1500,0,8348,9678,12702,12206,12701,13839,2,university,1
280000,2,2,33,0,0,0,0,0,0,1634,1649,1304,703,701,705,28928,24266,20209,20395,18969,18381,2,university,0
260000,2,2,26,0,0,0,0,0,0,2000,5000,5000,10000,20000,15000,16150,17880,22248,26842,35997,55272,2,university,0
300000,1,1,41,0,0,0,0,0,0,5505,5000,3000,95000,4000,3500,163033,140472,96234,64482,100558,76056,2,university,0
200000,1,1,43,0,0,0,0,0,0,5404,5854,5000,5000,4600,5000,146206,150404,154977,157166,160870,164101,3,high school,0
290000,1,1,61,0,0,0,0,0,0,10492,12447,8973,6761,6983,5980,281967,288456,296084,218399,200461,204637,3,high school,0
220000,1,1,39,0,0,0,0,0,-1,20000,5003,3047,5000,1000,81000,192815,208365,88004,31237,15980,529,3,high school,0
90000,2,1,33,0,0,0,0,0,0,3200,3114,3000,3100,3100,3500,86960,85585,87235,84511,84488,86184,3,high school,1
170000,1,1,35,0,0,0,0,0,0,6006,4400,3827,2200,2500,2331,91109,88263,89620,90797,47200,47707,5,unknown,0
30000,2,2,25,2,0,0,0,0,0,1200,1201,592,500,1500,0,10343,11069,12082,12473,12623,27460,2,university,1
10000,2,2,27,2,0,0,0,0,0,1124,1207,1000,177,181,0,6694,7546,8345,8688,8865,9046,2,university,0
50000,1,1,55,2,0,0,0,0,0,2200,1632,1113,1336,3142,2126,42166,43687,44121,43360,40555,31309,3,high school,1
210000,2,2,29,0,0,0,0,0,0,1082,1164,10000,3000,1000,1000,3675,4460,5542,15378,18106,18804,1,graduate school,0
80000,2,2,23,0,0,0,0,0,-1,4500,2011,3105,0,1460,0,53261,38091,19744,14556,0,1460,1,graduate school,0
380000,1,1,46,0,0,0,0,0,-1,5034,2071,29,72,190710,30052,141102,84229,28749,14258,7594,190628,1,graduate school,0
480000,2,2,30,0,0,-1,0,0,-1,105,37754,32970,8000,3167,10981,75834,-105,37649,45469,20020,3167,1,graduate school,0
50000,2,2,25,0,0,0,0,0,0,1870,2500,3017,1060,1300,2000,44641,45769,47397,40345,31003,29693,1,graduate school,0
360000,2,2,27,0,0,0,0,0,0,3967,4213,3741,2353,2471,2327,91282,85875,87400,87343,71180,64500,1,graduate school,0
210000,2,1,33,0,0,0,0,0,0,1500,1500,1000,500,2000,546,7166,7997,8792,9189,4404,5708,2,university,0
380000,1,2,34,0,0,0,0,0,0,9010,35000,5000,6000,5000,4400,194314,179206,193992,174675,171253,169121,2,university,0
80000,1,2,29,0,0,0,0,0,0,2100,2100,1800,2000,2000,2500,41815,42938,44022,44792,45915,46998,2,university,0
110000,1,2,41,0,0,0,0,0,0,24800,4400,4300,4205,4500,4304,120767,133593,125852,118254,120537,112021,2,university,0
160000,1,2,32,0,0,0,0,0,-1,1907,2000,2000,300,6459,3000,38254,38919,17243,18478,3541,6459,2,university,0
70000,2,2,22,0,0,0,0,0,0,2049,1700,1446,1000,1044,1176,66748,52642,40934,34685,30166,29299,2,university,0
220000,2,1,29,0,0,0,0,0,0,5042,5042,3687,3660,3528,3314,142818,141540,131810,118866,115256,97161,2,university,0
70000,2,2,24,0,0,0,0,0,2,3500,1400,700,6000,0,1000,68659,68259,14690,9980,15607,15209,2,university,0
60000,1,1,52,0,0,0,0,0,0,3762,3000,2000,1000,1000,1500,58682,56893,58170,56539,29425,28013,2,university,0
230000,1,1,45,0,0,0,0,0,0,10000,6528,6000,6500,7000,10000,203135,208225,178559,172772,175057,177113,3,high school,0
20000,2,2,52,0,0,0,0,0,2,1555,1500,2300,2000,0,1000,18603,15208,16153,18175,19876,19419,3,high school,0
20000,2,1,36,0,0,2,0,0,0,3641,900,1200,1000,100,0,14822,17216,17541,18300,19100,2200,3,high school,1
230000,1,2,32,0,0,0,0,0,0,10120,20000,10000,5000,5000,5000,44734,47178,29582,38426,42500,43531,1,graduate school,0
300000,2,2,35,0,0,0,0,0,0,15000,11311,7941,8412,9000,5258,294344,302638,300159,226705,229739,232942,1,graduate school,0
20000,2,2,25,0,0,2,0,0,0,2800,0,4000,1700,1000,2000,11968,14564,27820,15824,15761,12510,1,graduate school,1
50000,1,2,26,0,0,0,0,0,0,1600,2280,2000,1000,1000,2000,12571,13656,15407,17127,17569,18162,1,graduate school,0
50000,1,2,38,0,0,0,0,0,0,3000,3014,6047,1000,2320,3000,50620,47164,48004,49307,19218,19465,1,graduate school,0
30000,1,2,24,0,0,0,2,0,0,1440,2259,0,1500,425,895,6003,4912,6214,3311,4430,906,1,graduate school,0
170000,1,2,27,0,0,0,0,0,0,5631,5090,4937,5043,5023,11939,127902,131631,133090,130937,134043,137023,1,graduate school,0
180000,2,2,26,0,0,0,0,0,0,2200,2200,2000,2000,2100,1600,51699,48469,49553,49772,50829,51234,1,graduate school,0
200000,1,2,37,0,0,0,0,0,0,15034,20038,20019,5014,10047,10238,118134,126591,134110,139209,135902,138997,1,graduate school,0
50000,1,2,29,0,0,0,0,0,0,1602,1400,3000,3130,1062,6318,49276,35100,32563,27823,29130,28309,2,university,0
280000,2,2,43,0,0,0,0,0,0,1527,1541,1192,1233,1239,1273,31248,32081,32897,33350,34047,34525,2,university,0
300000,2,1,42,0,0,0,0,0,0,7010,6000,5006,5000,5000,6000,168796,165430,147077,127270,129397,132142,2,university,0
20000,1,1,25,0,0,0,0,0,0,1552,2659,1419,606,500,1000,14447,15455,17562,17322,17119,17350,2,university,0
240000,1,1,31,0,0,0,0,0,0,7648,7900,8000,6500,6900,7000,168376,172809,176012,179175,180809,184383,2,university,0
170000,2,1,38,0,0,0,0,0,2,5000,6800,6500,8300,0,4200,136768,133840,138172,140265,112529,110318,2,university,0
20000,2,1,21,0,0,0,2,0,0,1252,3124,0,349,297,0,14326,15334,18206,17482,34862,14860,2,university,0
10000,2,2,22,0,0,-1,-1,0,0,1009,511,7696,1000,0,0,7828,8507,511,7696,8696,7660,2,university,0
80000,2,2,27,0,0,0,-1,0,0,2000,5056,20202,726,891,10000,36406,31472,10246,20202,20077,20247,2,university,1
210000,1,1,30,0,0,0,2,0,0,5000,7500,0,6000,50000,0,85988,88410,93234,90571,94653,142549,2,university,1
140000,1,2,39,0,0,0,0,0,0,7000,4800,4659,5000,6100,6000,139079,143816,134472,130129,133031,136919,2,university,0
110000,2,1,46,0,0,0,0,0,0,3075,3000,2000,2941,1512,2040,111301,69352,58442,55485,53539,41193,2,university,0
180000,1,2,25,0,0,0,0,0,0,1600,2000,1500,1003,1003,1006,12891,14275,15737,16603,17395,17182,2,university,0
140000,2,2,43,0,0,0,0,0,0,4504,6213,5423,3400,4000,4000,141036,141558,132406,120046,92820,90525,3,high school,0
100000,2,3,43,0,0,0,0,0,0,2464,1902,1378,1589,2000,1506,62300,63759,64448,38500,39469,40653,3,high school,0
20000,1,1,50,0,0,0,0,0,2,1273,1321,1572,1200,700,400,19657,20141,17703,18954,19582,19866,3,high school,0
150000,2,2,36,0,0,0,0,0,0,6041,13013,64442,3000,2000,4000,144833,141559,80614,110343,64419,18536,5,unknown,0
300000,1,2,32,2,0,0,0,0,0,9106,11000,11009,10000,10000,10000,255299,255607,258394,261024,260672,263894,1,graduate school,1
170000,2,1,37,-1,0,0,0,0,0,7000,7000,6011,5000,6000,9000,168719,166207,158403,146324,118981,113666,2,university,0
290000,1,1,46,0,0,0,0,0,0,10744,6000,1573,1629,3129,105423,194301,199451,198684,87700,88621,53243,1,graduate school,0
680000,2,1,42,0,0,0,0,0,0,8000,9000,7000,7000,7000,7000,189514,188883,190076,181957,182226,177731,1,graduate school,0
220000,1,1,35,0,0,0,0,0,0,2000,4000,3000,7000,11000,3000,21960,21860,25463,28036,34552,43827,1,graduate school,0
290000,2,2,28,0,0,0,0,0,0,5000,6010,5000,1200,2000,901,42601,34927,32034,29620,29822,28502,1,graduate school,0
500000,1,1,30,0,0,0,0,0,0,2800,3500,2818,2743,3000,10000,74797,75753,78031,78946,76689,77968,1,graduate school,0
80000,1,2,29,0,0,0,0,0,0,1734,2000,2000,2000,2000,2000,31637,27137,25986,23496,23601,24650,1,graduate school,0
70000,2,2,23,0,0,0,0,0,0,1145,1188,1500,36000,2000,1668,7531,8545,9588,10900,46462,47599,1,graduate school,1
300000,2,2,39,0,0,0,0,0,2,5000,4500,5000,8000,0,4000,87540,89792,91558,93741,99802,97711,1,graduate school,0
100000,2,2,29,0,0,0,0,0,0,1908,2000,1000,2000,3000,5000,61383,49560,40183,61820,8322,6182,2,university,0
220000,2,2,29,0,0,0,0,0,0,3000,3000,6000,5000,1136,10000,36106,33494,29518,29569,28587,21201,2,university,1
80000,2,1,30,0,0,0,0,0,0,4424,1600,0,1500,1500,1500,64596,64871,61000,48300,47300,3500,2,university,0
290000,1,1,36,0,0,0,0,0,0,6507,6400,4490,2000,2306,2912,154923,159186,323836,112929,62375,63637,2,university,0
420000,2,1,37,0,0,0,0,0,0,6000,6045,5000,6000,5000,4000,101987,96544,94199,90395,89513,92792,2,university,0
10000,1,2,23,0,0,0,0,0,0,1300,1300,1041,1000,2000,464,9984,9974,9900,9941,9250,9403,2,university,1
50000,1,1,24,0,0,0,0,0,0,1600,1700,1600,1200,1000,1000,17331,17961,18689,19284,19517,19193,2,university,0
80000,1,1,40,0,0,0,0,0,0,2438,3000,2100,2200,2400,2200,64120,63656,63023,60237,60263,59180,2,university,1
260000,1,2,32,0,0,0,0,0,0,6200,6000,6000,5006,5006,6006,170276,164617,150188,138975,134225,128321,2,university,1
50000,2,1,27,0,0,0,0,0,0,1837,2500,1390,2007,2000,2000,45632,42750,39776,33164,34781,30231,2,university,0
230000,1,1,55,0,0,0,0,0,0,10000,10000,10000,10000,10000,9000,214423,214585,170063,176893,183699,188700,3,high school,0
20000,2,2,49,0,0,0,0,0,0,1337,2000,666,714,810,600,19437,20154,18957,19334,19373,19460,3,high school,0
30000,2,2,35,0,0,0,0,0,0,1441,1479,1406,1097,2031,0,27873,27326,27648,27859,27084,27133,3,high school,0
50000,1,1,47,0,0,0,2,0,0,2000,2000,1000,1000,1000,1000,11752,13244,14722,15181,15928,16671,3,high school,0
80000,1,2,30,-1,0,-1,0,0,0,1004,504,500,1000,500,3500,5504,6187,100,600,1438,1919,1,graduate school,0
390000,2,1,44,-1,0,-1,-1,0,0,15000,7809,97874,32494,100000,31000,35369,22238,7809,97774,100912,152955,3,high school,0
180000,1,2,32,0,0,0,0,0,0,7500,7000,5000,5000,6000,5137,154374,153018,146396,136531,138502,136665,1,graduate school,0
200000,2,2,26,0,0,0,0,0,0,2000,1770,2003,900,1800,1569,29339,21624,22409,11671,5493,3288,1,graduate school,0
360000,2,2,37,0,0,0,0,0,0,7000,8071,7029,3011,4000,9000,198839,187955,163120,140383,121771,102568,1,graduate school,0
80000,2,2,30,0,0,0,0,0,0,2100,3000,2000,2000,2000,2000,48006,48159,46099,47039,48286,48974,1,graduate school,0
150000,1,1,43,0,0,0,0,0,0,7900,6500,5700,5700,5700,5334,153249,154049,156523,159653,162866,157759,2,university,0
50000,1,2,42,0,0,0,0,0,0,2094,1451,1987,1039,1500,1200,39236,39729,27068,28604,28199,58428,2,university,1
120000,1,1,40,0,0,0,0,0,0,3500,2347,5000,3000,2000,10000,94166,73086,62511,36996,30311,26414,2,university,0
140000,2,2,32,0,0,0,0,0,0,5000,4000,3000,3000,2500,0,121508,99470,83330,57609,59526,31515,2,university,0
50000,1,1,40,0,0,0,0,0,0,1450,1500,400,1000,1000,2000,50066,47636,9762,8620,9303,8693,2,university,0
260000,1,2,28,0,0,2,0,0,0,107000,0,5000,5000,6000,60000,149814,184419,163036,159348,160198,104389,2,university,0
200000,2,1,35,0,0,0,0,0,0,2000,2000,2000,2000,1700,1600,29327,30536,31740,32909,34058,35056,2,university,0
150000,2,1,51,0,0,0,0,0,0,7000,7600,6000,4000,4100,4300,146018,147598,148393,149709,107862,108623,2,university,0
100000,1,2,28,0,0,0,0,0,-2,5003,3018,1400,3786,1774,12714,188853,180765,64653,10388,3762,1434,2,university,0
500000,1,2,32,0,0,0,2,0,0,8000,8500,7000,7000,6000,15000,126599,132527,138945,142235,144959,148697,2,university,0
300000,1,2,31,0,0,0,0,0,0,12507,15056,5027,5007,5063,3039,285038,291480,298378,131103,128742,124882,2,university,0
